,subject,subsample,chao2,species,shannon,num_h3,ratio,key
32,Human 3,0.3,44205.6468980021,Human,9.543397511563315,14083,0.29147081357546645,cdr3_aa
33,Human 3,0.4,44056.60041797283,Human,9.817999686568552,18657,0.38589443604663204,cdr3_aa
34,Human 3,0.5,44057.731925968765,Human,10.029193631417897,23026,0.47739838071770235,cdr3_aa
35,Human 3,0.6,44043.24004683841,Human,10.199207157490964,27456,0.5681982896071894,cdr3_aa
36,Human 3,0.7,44044.083333333336,Human,10.340370020920442,31727,0.656016399892324,cdr3_aa
37,Human 3,0.8,44044.0,Human,10.4622510713695,35890,0.7429026981135982,cdr3_aa
38,Human 3,0.9,44044.0,Human,10.567750729584123,40013,0.8280289068809145,cdr3_aa
39,Human 3,1.0,44044.0,Human,10.661067175598447,44044,0.912016234236846,cdr3_aa
40,Human 4,0.1,20219.470002520797,Human,7.626575012903838,2057,0.0997433786859052,cdr3_aa
41,Human 4,0.2,20085.61929854872,Human,8.31383539536839,4094,0.1982762794751368,cdr3_aa
42,Human 4,0.3,19861.16614384943,Human,8.714565934736514,6116,0.29632498910569893,cdr3_aa
43,Human 4,0.4,19837.8999571551,Human,8.99667856398804,8129,0.394422117852128,cdr3_aa
44,Human 4,0.5,19841.96437659033,Human,9.214937668446767,10123,0.49004987168934294,cdr3_aa
45,Human 4,0.6,19838.0756097561,Human,9.39187791704022,12112,0.5862586549169612,cdr3_aa
46,Human 4,0.7,19841.014285714286,Human,9.540792523361615,14062,0.679368614729095,cdr3_aa
47,Human 4,0.8,19841.0,Human,9.668045610606228,16013,0.7741732435965719,cdr3_aa
48,Human 4,0.9,19841.0,Human,9.780157302158592,17923,0.8685421004212464,cdr3_aa
49,Human 4,1.0,19841.0,Human,9.880427819945186,19841,0.9606836779160413,cdr3_aa
50,Human 5,0.1,31394.88462809917,Human,8.06397461698222,3180,0.09941885896394426,cdr3_aa
51,Human 5,0.2,30859.15165431006,Human,8.75115536401309,6337,0.19805661438480285,cdr3_aa
52,Human 5,0.3,30538.720609684948,Human,9.14952662103621,9458,0.2950384302943198,cdr3_aa
53,Human 5,0.4,30516.07136788445,Human,9.430648522205939,12553,0.3930513028807099,cdr3_aa
54,Human 5,0.5,30473.20054730258,Human,9.646455760776321,15623,0.48809598200337434,cdr3_aa
55,Human 5,0.6,30468.965986394556,Human,9.822493651948466,18644,0.583734299818784,cdr3_aa
56,Human 5,0.7,30470.09,Human,9.969965933218212,21662,0.6754983440604887,cdr3_aa
57,Human 5,0.8,30470.0,Human,10.096888801463434,24641,0.7683871774042367,cdr3_aa
58,Human 5,0.9,30470.0,Human,10.208086212703085,27550,0.8613072548897082,cdr3_aa
59,Human 5,1.0,30470.0,Human,10.306647939308515,30470,0.9520089983128164,cdr3_aa
60,Human 6,0.1,24628.57798264642,Human,7.789328882943342,2417,0.09943885129559334,cdr3_aa
61,Human 6,0.2,23776.65939524838,Human,8.477477709601136,4798,0.19842383231556363,cdr3_aa
62,Human 6,0.3,23584.998193229363,Human,8.87862075773274,7209,0.2971199867965011,cdr3_aa
63,Human 6,0.4,23520.313037249285,Human,9.163483522981979,9568,0.3953622710018155,cdr3_aa
64,Human 6,0.5,23499.875124875125,Human,9.381268612038019,11925,0.49339825053639214,cdr3_aa
65,Human 6,0.6,23507.62962962963,Human,9.559878748243928,14276,0.5897012708367717,cdr3_aa
66,Human 6,0.7,23506.054054054053,Human,9.709222154541786,16590,0.6848077240468724,cdr3_aa
67,Human 6,0.8,23506.0,Human,9.83898597668321,18912,0.7801617428618584,cdr3_aa
68,Human 6,0.9,23506.0,Human,9.952303482992525,21229,0.8757633272817297,cdr3_aa
69,Human 6,1.0,23506.0,Human,10.05367340747792,23506,0.9698795180722891,cdr3_aa
70,Human 7,0.1,28922.980441868887,Human,7.977025986298817,2926,0.0994052676295667,cdr3_aa
71,Human 7,0.2,28067.177150899523,Human,8.663324504448939,5804,0.19765505522514867,cdr3_aa
72,Human 7,0.3,27678.436896382387,Human,9.060910386422423,8679,0.2937977909940527,cdr3_aa
73,Human 7,0.4,27688.89387818521,Human,9.339630822251074,11466,0.39058623619371285,cdr3_aa
74,Human 7,0.5,27654.820637732508,Human,9.553845407147373,14283,0.4845879354290569,cdr3_aa
75,Human 7,0.6,27656.941176470587,Human,9.727344645035087,16987,0.5778419711129992,cdr3_aa
76,Human 7,0.7,27657.18604651163,Human,9.872580979208887,19722,0.6699405267629567,cdr3_aa
77,Human 7,0.8,27657.0,Human,9.998253940893951,22415,0.7615632965165675,cdr3_aa
78,Human 7,0.9,27657.0,Human,10.107893724912959,25029,0.8517247238742566,cdr3_aa
79,Human 7,1.0,27657.0,Human,10.204847249845324,27657,0.9399150382327952,cdr3_aa
80,Human 8,0.1,33015.716045380876,Human,8.085298708975973,3249,0.09965383083662653,cdr3_aa
81,Human 8,0.2,31991.474508962114,Human,8.773864091375248,6485,0.19823545629997244,cdr3_aa
82,Human 8,0.3,31606.839609483963,Human,9.174613044241488,9685,0.2967864473240817,cdr3_aa
83,Human 8,0.4,31473.503457814662,Human,9.457294110273569,12871,0.394142695217964,cdr3_aa
84,Human 8,0.5,31453.87172774869,Human,9.673680692658298,16018,0.4915602119903195,cdr3_aa
85,Human 8,0.6,31461.242236024846,Human,9.851872364282027,19170,0.587782985632448,cdr3_aa
86,Human 8,0.7,31464.0,Human,10.0009405171909,22274,0.6825353061912202,cdr3_aa
87,Human 8,0.8,31464.0,Human,10.129732998800689,25360,0.7763379591336581,cdr3_aa
88,Human 8,0.9,31464.0,Human,10.24286572320251,28422,0.8709983763747204,cdr3_aa
89,Human 8,1.0,31464.0,Human,10.34293082561,31464,0.9638819961400606,cdr3_aa
90,Human 9,0.1,34656.153710788065,Human,8.148126742825042,3468,0.09946892493182144,cdr3_aa
91,Human 9,0.2,33494.21616735537,Human,8.835045917748616,6895,0.19822018085259077,cdr3_aa
92,Human 9,0.3,33192.38377804327,Human,9.23298700887786,10311,0.2959379933974451,cdr3_aa
93,Human 9,0.4,33112.16292134832,Human,9.515147319583368,13629,0.3920482273575427,cdr3_aa
94,Human 9,0.5,33122.9680608365,Human,9.730186333568241,16990,0.4880149275154299,cdr3_aa
95,Human 9,0.6,33112.30088495575,Human,9.90555464588408,20257,0.5828620640160758,cdr3_aa
96,Human 9,0.7,33112.544444444444,Human,10.052578548568729,23561,0.6754413664417971,cdr3_aa
97,Human 9,0.8,33113.0,Human,10.180153163237986,26753,0.7685660973159179,cdr3_aa
98,Human 9,0.9,33113.0,Human,10.290569109462526,29960,0.8598535955217453,cdr3_aa
99,Human 9,1.0,33113.0,Human,10.389053060572646,33113,0.9505669585187312,cdr3_aa
100,Kymouse 1,0.1,32591.97404393816,Kymouse,8.089736711902678,3271,0.09939548588960782,cdr3_aa
101,Kymouse 1,0.2,31664.907949790795,Kymouse,8.775357084898403,6498,0.19718095932440233,cdr3_aa
102,Kymouse 1,0.3,31492.737857855005,Kymouse,9.170537753246617,9682,0.2945411464503782,cdr3_aa
103,Kymouse 1,0.4,31356.947110141766,Kymouse,9.450997775688094,12889,0.3923266198851727,cdr3_aa
104,Kymouse 1,0.5,31358.688897168406,Kymouse,9.66780423872444,15985,0.4859807406057292,cdr3_aa
